Run,Organism,create_date,geo_loc_name_country,geo_loc_name_country_continent,Collection_Date,isolation_source,HOST
SRR11392806,Escherichia coli,2020-03-23T14:48:00Z,Viet Nam,Asia,07/01/2015,hospital,F
SRR11392807,Escherichia coli,2020-03-23T14:48:00Z,Viet Nam,Asia,24/06/2015,hospital,M
SRR11392808,Escherichia coli,2020-03-23T14:48:00Z,Viet Nam,Asia,07/03/2015,hospital,M
SRR11392809,Escherichia coli,2020-03-23T14:48:00Z,Viet Nam,Asia,08/04/2015,hospital,M
SRR11392810,Escherichia coli,2020-03-23T14:48:00Z,Viet Nam,Asia,28/06/2015,hospital,M
SRR11392811,Escherichia coli,2020-03-23T14:48:00Z,Viet Nam,Asia,06/12/2015,hospital,M
SRR11392812,Escherichia coli,2020-03-23T14:48:00Z,Viet Nam,Asia,17/06/2015,hospital,M
SRR11392813,Escherichia coli,2020-03-23T14:48:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392814,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,23/06/2015,hospital,M
SRR11392815,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,23/06/2015,hospital,F
SRR11392816,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,06/11/2015,hospital,M
SRR11392817,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,06/12/2015,hospital,M
SRR11392818,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,06/12/2015,hospital,M
SRR11392819,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,06/05/2015,hospital,F
SRR11392820,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,06/04/2015,hospital,F
SRR11392821,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,06/02/2015,hospital,M
SRR11392822,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,30/05/2015,hospital,M
SRR11392823,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,28/05/2015,hospital,M
SRR11392824,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392825,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,26/05/2015,hospital,F
SRR11392826,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,20/05/2015,hospital,M
SRR11392827,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,17/05/2015,hospital,M
SRR11392828,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,16/05/2015,hospital,M
SRR11392829,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,05/08/2015,hospital,M
SRR11392830,Escherichia coli,2020-03-23T14:49:00Z,Viet Nam,Asia,05/08/2015,hospital,F
SRR11392831,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,01/08/2015,hospital,F
SRR11392832,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,01/07/2015,hospital,M
SRR11392833,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392834,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,01/01/2015,hospital,M
SRR11392835,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392836,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392837,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392838,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392839,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392840,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392841,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392842,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392843,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392844,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392845,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392846,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392847,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392848,Escherichia coli,2020-03-23T14:50:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392849,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392850,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392851,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392852,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392853,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392854,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392855,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392856,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392857,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392858,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392859,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392860,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,05/08/2015,hospital,F
SRR11392861,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,05/09/2015,hospital,F
SRR11392862,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,05/09/2015,hospital,F
SRR11392863,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,05/09/2015,hospital,F
SRR11392864,Escherichia coli,2020-03-23T14:51:00Z,Viet Nam,Asia,05/06/2015,hospital,Homo sapiens
SRR11392865,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,05/06/2015,hospital,Homo sapiens
SRR11392866,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,28/04/2015,hospital,M
SRR11392867,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,28/04/2015,hospital,M
SRR11392868,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392869,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,28/04/2015,hospital,M
SRR11392870,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,23/04/2015,hospital,F
SRR11392871,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,23/04/2015,hospital,F
SRR11392872,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,18/04/2015,hospital,F
SRR11392873,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,04/12/2015,hospital,M
SRR11392874,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,04/12/2015,hospital,M
SRR11392875,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,04/11/2015,hospital,F
SRR11392876,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,04/10/2015,hospital,M
SRR11392877,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,04/10/2015,hospital,F
SRR11392878,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,04/09/2015,hospital,M
SRR11392879,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392880,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,04/09/2015,hospital,F
SRR11392881,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,04/09/2015,hospital,F
SRR11392882,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,04/08/2015,hospital,F
SRR11392883,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,04/08/2015,hospital,M
SRR11392884,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,28/03/2015,hospital,F
SRR11392885,Escherichia coli,2020-03-23T14:52:00Z,Viet Nam,Asia,04/04/2015,hospital,M
SRR11392886,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,22/03/2015,hospital,M
SRR11392887,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,19/03/2015,hospital,F
SRR11392888,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,17/03/2015,hospital,F
SRR11392889,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,17/03/2015,hospital,F
SRR11392890,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392891,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,03/11/2015,hospital,F
SRR11392892,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,03/11/2015,hospital,M
SRR11392893,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,03/05/2015,hospital,M
SRR11392894,Escherichia coli,2020-03-23T14:58:00Z,Viet Nam,Asia,03/04/2015,hospital,F
SRR11392895,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,03/04/2015,hospital,M
SRR11392896,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,03/04/2015,hospital,M
SRR11392897,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,02/06/2015,hospital,M
SRR11392898,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,02/06/2015,hospital,M
SRR11392899,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,02/05/2015,hospital,M
SRR11392900,Escherichia coli,2020-03-23T14:53:00Z,Viet Nam,Asia,02/05/2015,hospital,F
SRR11392901,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,31/12/2014,hospital,F
SRR11392902,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,04/06/2015,hospital,F
SRR11392903,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,02/06/2015,hospital,F
SRR11392904,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,17/04/2015,hospital,F
SRR11392905,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,02/04/2015,hospital,F
SRR11392906,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,24/03/2015,hospital,M
SRR11392907,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,24/03/2015,hospital,M
SRR11392908,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,30/07/2014,hospital,F
SRR11392909,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,30/07/2014,hospital,F
SRR11392910,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,30/07/2014,hospital,M
SRR11392911,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392912,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,30/07/2014,hospital,M
SRR11392913,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,missing,hospital,F
SRR11392914,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,missing,hospital,F
SRR11392915,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,missing,hospital,F
SRR11392916,Escherichia coli,2020-03-23T14:54:00Z,Viet Nam,Asia,missing,hospital,M
SRR11392917,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,missing,hospital,M
SRR11392918,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,missing,hospital,F
SRR11392919,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,missing,hospital,F
SRR11392920,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,missing,hospital,F
SRR11392921,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,missing,hospital,M
SRR11392922,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392923,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,missing,hospital,M
SRR11392924,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,missing,hospital,M
SRR11392925,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,missing,hospital,M
SRR11392926,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,missing,hospital,F
SRR11392927,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,missing,hospital,F
SRR11392928,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,missing,hospital,M
SRR11392929,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392930,Escherichia coli,2020-03-23T14:55:00Z,Viet Nam,Asia,02/01/2015,hospital,M
SRR11392931,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,31/01/2015,hospital,Homo sapiens
SRR11392932,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,28/01/2015,hospital,M
SRR11392933,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,28/01/2015,hospital,F
SRR11392934,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,28/01/2015,hospital,F
SRR11392935,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,27/01/2015,hospital,M
SRR11392936,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,24/01/2015,hospital,F
SRR11392937,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,24/01/2015,hospital,M
SRR11392938,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,20/01/2015,hospital,M
SRR11392939,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,19/01/2015,hospital,F
SRR11392940,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392941,Escherichia coli,2020-03-23T14:56:00Z,Viet Nam,Asia,15/01/2015,hospital,M
SRR11392942,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,08/08/2015,hospital,F
SRR11392943,Escherichia coli,2020-03-23T14:58:00Z,Viet Nam,Asia,08/08/2015,hospital,F
SRR11392944,Escherichia coli,2020-03-23T15:00:00Z,Viet Nam,Asia,01/11/2015,hospital,F
SRR11392945,Escherichia coli,2020-03-23T14:58:00Z,Viet Nam,Asia,08/11/2015,hospital,F
SRR11392946,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,08/04/2015,hospital,F
SRR11392947,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,08/03/2015,hospital,F
SRR11392948,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,08/02/2015,hospital,F
SRR11392949,Escherichia coli,2020-03-23T14:59:00Z,Viet Nam,Asia,01/11/2015,hospital,F
SRR11392950,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,15/07/2015,hospital,M
SRR11392951,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392952,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,15/07/2015,hospital,M
SRR11392953,Escherichia coli,2020-03-23T14:58:00Z,Viet Nam,Asia,24/07/2015,hospital,F
SRR11392954,Escherichia coli,2020-03-23T14:58:00Z,Viet Nam,Asia,31/07/2015,hospital,F
SRR11392955,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,23/07/2015,hospital,M
SRR11392956,Escherichia coli,2020-03-23T15:00:00Z,Viet Nam,Asia,24/07/2015,hospital,F
SRR11392957,Escherichia coli,2020-03-23T14:58:00Z,Viet Nam,Asia,18/07/2015,hospital,M
SRR11392958,Escherichia coli,2020-03-23T14:57:00Z,Viet Nam,Asia,18/07/2015,hospital,F
SRR11392959,Escherichia coli,2020-03-23T15:00:00Z,Viet Nam,Asia,18/07/2015,hospital,F
SRR11392960,Escherichia coli,2020-03-23T15:00:00Z,Viet Nam,Asia,25/07/2015,hospital,M
SRR11392961,Escherichia coli,2020-03-23T14:58:00Z,Viet Nam,Asia,01/01/2015,hospital,M
SRR11392962,Escherichia coli,2020-03-23T14:59:00Z,Viet Nam,Asia,missing,Animal farm,
SRR11392963,Escherichia coli,2020-03-23T14:58:00Z,Viet Nam,Asia,missing,Slaughterhouse,
SRR11392964,Escherichia coli,2020-03-23T15:01:00Z,Viet Nam,Asia,missing,Slaughterhouse,
ERR5902780,Klebsiella pneumoniae,2021-11-08T11:25:00Z,Spain,Europe,2018,Hospital Universitario Marques de Valdecilla (Santander),
ERR5902784,Klebsiella pneumoniae,2021-11-08T13:01:00Z,Spain,Europe,2018,Hospital Universitario Valencia Tres cruces (Valencia),
ERR5902790,Klebsiella pneumoniae,2021-11-08T12:09:00Z,Spain,Europe,2018,Hospital Universitario Valencia Tres cruces (Valencia),
ERR5902791,Klebsiella pneumoniae,2021-11-08T12:40:00Z,Spain,Europe,2018,Hospital Universitario Valencia Tres cruces (Valencia),
ERR5902797,Klebsiella pneumoniae,2021-11-08T11:48:00Z,Spain,Europe,2018,Hospital Universitario Valencia Tres cruces (Valencia),
ERR5902798,Klebsiella pneumoniae,2021-11-08T11:33:00Z,Spain,Europe,2018,Hospital Universitario Valencia Tres cruces (Valencia),
ERR5902799,Klebsiella pneumoniae,2021-11-08T11:34:00Z,Spain,Europe,2018,Hospital Universitario Valencia Tres cruces (Valencia),
ERR5902800,Serratia marcescens,2021-11-08T11:38:00Z,Spain,Europe,2018,Hospital Vall d'Hebron (Barcelona),
ERR5902803,Enterobacter cloacae,2021-11-08T11:32:00Z,Spain,Europe,2018,Hospital Vall d'Hebron (Barcelona),
ERR5902804,Enterobacter cloacae,2021-11-08T11:34:00Z,Spain,Europe,2018,Hospital Vall d'Hebron (Barcelona),
ERR5902805,Klebsiella pneumoniae,2021-11-08T12:49:00Z,Spain,Europe,2018,Hospital Vall d'Hebron (Barcelona),
SRR12779433,Escherichia coli,2020-10-06T10:00:00Z,uncalculated,uncalculated,not applicable,not applicable,Homo sapiens
SRR12779436,Escherichia coli,2020-10-06T10:00:00Z,uncalculated,uncalculated,not applicable,not applicable,
SRR12779529,Escherichia coli,2020-10-06T10:03:00Z,uncalculated,uncalculated,not applicable,not applicable,
SRR12779530,Escherichia coli,2020-10-06T10:05:00Z,uncalculated,uncalculated,not applicable,not applicable,Homo sapiens
SRR16955600,Escherichia coli,2021-11-16T10:30:00Z,United Kingdom,Europe,2017-10,animal,Not available
SRR16955601,Escherichia coli,2021-11-16T10:29:00Z,United Kingdom,Europe,2017-10,animal,Not available
SRR16955602,Escherichia coli,2021-11-16T10:29:00Z,United Kingdom,Europe,2017-10,animal,Not available
SRR16955603,Escherichia coli,2021-11-16T10:32:00Z,United Kingdom,Europe,2017-10,food,Not available
SRR16955604,Escherichia coli,2021-11-16T10:30:00Z,United Kingdom,Europe,2017-10,food,Not available
SRR16955605,Escherichia coli,2021-11-16T10:31:00Z,United Kingdom,Europe,2017-10,food,Not available
SRR16955606,Escherichia coli,2021-11-16T11:57:00Z,United Kingdom,Europe,2017-09,missing,Homo sapiens
SRR16955607,Escherichia coli,2021-11-16T10:30:00Z,United Kingdom,Europe,2019-09,missing,Homo sapiens
SRR16955608,Escherichia coli,2021-11-16T10:30:00Z,United Kingdom,Europe,2019-09,missing,Homo sapiens
SRR16955609,Escherichia coli,2021-11-16T10:28:00Z,United Kingdom,Europe,2019-09,missing,Homo sapiens
SRR16955610,Escherichia coli,2021-11-16T10:29:00Z,United Kingdom,Europe,2017-09,missing,Homo sapiens
SRR16955611,Escherichia coli,2021-11-16T10:30:00Z,United Kingdom,Europe,2017-10,missing,Homo sapiens
SRR16955612,Escherichia coli,2021-11-16T10:31:00Z,United Kingdom,Europe,2017-10,missing,Homo sapiens
SRR16955613,Escherichia coli,2021-11-16T10:28:00Z,United Kingdom,Europe,2017-10,missing,Homo sapiens
SRR16955614,Escherichia coli,2021-11-16T10:29:00Z,United Kingdom,Europe,2017-10,missing,Homo sapiens
SRR16955615,Escherichia coli,2021-11-16T10:29:00Z,United Kingdom,Europe,2017-10,missing,Homo sapiens
SRR16955616,Escherichia coli,2021-11-16T10:29:00Z,United Kingdom,Europe,2017-10,animal,Not available
SRR16955617,Escherichia coli,2021-11-16T10:28:00Z,United Kingdom,Europe,2017-10,animal,Not available
SRR16955618,Escherichia coli,2021-11-16T10:32:00Z,United Kingdom,Europe,2017-10,animal,Not available
SRR16955619,Escherichia coli,2021-11-16T10:30:00Z,United Kingdom,Europe,2017-10,animal,Not available
SRR16955620,Escherichia coli,2021-11-16T10:31:00Z,United Kingdom,Europe,2017-10,animal,Not available
SRR16955621,Escherichia coli,2021-11-16T10:31:00Z,United Kingdom,Europe,2017-09,missing,Homo sapiens
SRR16955622,Escherichia coli,2021-11-16T10:30:00Z,United Kingdom,Europe,2017-08,missing,Homo sapiens
ERR6747449,Escherichia coli,2021-12-13T20:53:00Z,United Kingdom,Europe,2017,,Ovis aries
ERR6747450,Escherichia coli,2021-11-24T14:13:00Z,United Kingdom,Europe,2017,,Ovis aries
ERR6747453,Escherichia coli,2021-11-24T14:12:00Z,United Kingdom,Europe,2017,,Ovis aries
ERR6747457,Escherichia coli,2021-11-24T14:12:00Z,United Kingdom,Europe,2017,,Ovis aries
ERR6747458,Escherichia coli,2021-11-24T14:12:00Z,United Kingdom,Europe,2017,,Ovis aries
ERR7417081,Escherichia coli,2021-11-24T14:12:00Z,United Kingdom,Europe,2017,,Ovis aries
SRR12975197,Escherichia coli,2020-11-03T19:30:00Z,uncalculated,uncalculated,not applicable,cell culture,not applicable
SRR12975198,Escherichia coli,2020-11-03T19:29:00Z,uncalculated,uncalculated,not applicable,cell culture,not applicable
SRR12975199,Escherichia coli,2020-11-03T19:34:00Z,uncalculated,uncalculated,not applicable,cell culture,not applicable
SRR12975200,Escherichia coli,2020-11-03T19:30:00Z,uncalculated,uncalculated,not applicable,cell culture,not applicable
SRR12971171,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:08:00Z,,,,mouse gut,Mus musculus
SRR12971172,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:07:00Z,,,,mouse gut,Mus musculus
SRR12971173,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:07:00Z,,,,mouse gut,Mus musculus
SRR12971174,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:06:00Z,,,,mouse gut,Mus musculus
SRR12971175,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:09:00Z,,,,mouse gut,Mus musculus
SRR12971177,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:05:00Z,,,,mouse gut,Mus musculus
SRR12971178,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:05:00Z,,,,mouse gut,Mus musculus
SRR12971179,Escherichia coli,2020-11-03T10:06:00Z,,,,mouse gut,Mus musculus
SRR12971180,Escherichia coli,2020-11-03T10:06:00Z,,,,mouse gut,Mus musculus
SRR12971181,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:06:00Z,,,,mouse gut,Mus musculus
SRR12971182,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:09:00Z,,,,mouse gut,Mus musculus
SRR12971183,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:04:00Z,,,,mouse gut,Mus musculus
SRR12971184,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:07:00Z,,,,mouse gut,Mus musculus
SRR12971185,Escherichia coli,2020-11-03T10:07:00Z,,,,mouse gut,Mus musculus
SRR12971186,Escherichia coli,2020-11-03T10:08:00Z,,,,mouse gut,Mus musculus
SRR12971188,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:07:00Z,,,,mouse gut,Mus musculus
SRR12971189,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:09:00Z,,,,mouse gut,Mus musculus
SRR12971190,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:08:00Z,,,,mouse gut,Mus musculus
SRR12971191,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:09:00Z,,,,mouse gut,Mus musculus
SRR12971192,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:08:00Z,,,,mouse gut,Mus musculus
SRR12971193,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:08:00Z,,,,mouse gut,Mus musculus
SRR12971196,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:08:00Z,,,,mouse gut,Mus musculus
SRR12971197,Escherichia coli,2020-11-03T10:06:00Z,,,,mouse gut,Mus musculus
SRR12971198,Escherichia coli,2020-11-03T10:09:00Z,,,,mouse gut,Mus musculus
SRR12971199,Salmonella enterica subsp. enterica serovar Heidelberg,2020-11-03T10:07:00Z,,,,mouse gut,Mus musculus
SRR11179865,Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681,2020-02-25T14:48:00Z,,,2018,missing,
SRR11179866,Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681,2020-02-25T14:52:00Z,,,2018,missing,
SRR17374238,Klebsiella pneumoniae,2021-12-29T10:25:00Z,Spain,Europe,11/05/2012,Surgical wound,Homo sapiens
ERR4656838,Escherichia coli,2020-11-15T05:42:00Z,,,,,
ERR4656897,Escherichia coli,2020-12-28T15:29:00Z,,,,,
ERR4656899,Escherichia coli,2020-12-28T15:23:00Z,,,,,
ERR4656904,Escherichia coli,2020-12-28T15:25:00Z,,,,,
ERR4656923,Escherichia coli,2020-11-15T06:10:00Z,,,,,
ERR4656924,Escherichia coli,2020-11-15T06:43:00Z,,,,,
SRR17318600,Escherichia coli,2021-12-23T03:06:00Z,Ghana,Africa,2015,Tamale teaching Hospital,
SRR17319836,Salmonella enterica subsp. enterica,2021-12-23T10:27:00Z,USA,North America,27/08/2012,turkey jerky,Homo sapiens
SRR17322490,Salmonella enterica,2021-12-23T15:24:00Z,USA,North America,2014-08,tomato,missing
SRR17322491,Salmonella enterica,2021-12-23T15:21:00Z,USA,North America,2018,kratom,
ERR4777401,Klebsiella pneumoniae,2020-11-06T15:25:00Z,,,,,
ERR4777402,Klebsiella aerogenes,2020-11-06T15:54:00Z,,,,,
ERR4777403,Klebsiella pneumoniae,2020-11-06T15:31:00Z,,,,,
ERR4777404,Klebsiella aerogenes,2020-11-06T15:43:00Z,,,,,
ERR4777405,Escherichia coli,2020-11-06T15:31:00Z,,,,,
SRR17335883,Salmonella enterica,2021-12-27T15:16:00Z,USA,North America,20/08/2015,cucumber,missing
SRR17335884,Salmonella enterica,2021-12-27T15:18:00Z,USA,North America,20/08/2015,cucumber,missing
SRR17335885,Salmonella enterica,2021-12-27T15:18:00Z,USA,North America,2015-09,creek water,missing
SRR17336057,Salmonella enterica subsp. enterica,2021-12-27T15:46:00Z,USA,North America,27/08/2012,turkey jerky,Homo sapiens
SRR17336095,Salmonella enterica subsp. enterica,2021-12-27T16:07:00Z,USA,North America,14/05/2012,water,
SRR13268782,Salmonella enterica,2020-12-20T04:10:00Z,USA,North America,10/09/2017,sediment,
