Run,STRAND,GENE,DATABASE,RESISTANCE,Organism,create_date,country,continent,Collection_Date,isolation_source,HOST
SRR23384789,+,blaTEM-1B_1,resfinder,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,-,blaTEM-1B_1,resfinder,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,aac(3)-IId_1,resfinder,Gentamicin;Tobramycin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,blaTEM-1B_1,resfinder,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,aadA2_1,resfinder,Streptomycin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,sul1_5,resfinder,Sulfamethoxazole,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,qnrA1_1,resfinder,Ciprofloxacin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,sul1_5,resfinder,Sulfamethoxazole,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,dfrA19_1,resfinder,Trimethoprim,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,aph(3'')-Ib_2,resfinder,Streptomycin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,aph(6)-Id_1,resfinder,Streptomycin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,aadA2_1,resfinder,Streptomycin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,sul1_5,resfinder,Sulfamethoxazole,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,qnrA1_1,resfinder,Ciprofloxacin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,sul1_5,resfinder,Sulfamethoxazole,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,dfrA19_1,resfinder,Trimethoprim,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,aph(3'')-Ib_2,resfinder,Streptomycin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,aph(6)-Id_1,resfinder,Streptomycin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,-,tet(A)_6,resfinder,Doxycycline;Tetracycline,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,catA2_1,resfinder,Chloramphenicol,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,-,catA2_1,resfinder,Chloramphenicol,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,mcr-9_1,resfinder,,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,+,tet(D)_1,resfinder,Doxycycline;Tetracycline,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR23384789,-,blaSHV-12_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Enterobacter hormaechei,2023-02-09T14:23:00Z,Australia,Oceania,01/05/2006,respiratory,Homo sapiens
SRR28587164,+,aac(3)-IVa_1,resfinder,Gentamicin;Tobramycin,Escherichia coli,2024-04-08T11:27:00Z,Switzerland,Europe,2020,missing,Homo sapiens
SRR28587164,+,aph(4)-Ia_1,resfinder,,Escherichia coli,2024-04-08T11:27:00Z,Switzerland,Europe,2020,missing,Homo sapiens
SRR28587164,-,mdf(A)_1,resfinder,,Escherichia coli,2024-04-08T11:27:00Z,Switzerland,Europe,2020,missing,Homo sapiens
SRR28587164,-,aph(3'')-Ib_2,resfinder,Streptomycin,Escherichia coli,2024-04-08T11:27:00Z,Switzerland,Europe,2020,missing,Homo sapiens
SRR28587164,-,aph(3')-VIb_1,resfinder,Amikacin,Escherichia coli,2024-04-08T11:27:00Z,Switzerland,Europe,2020,missing,Homo sapiens
SRR28587164,-,aph(3'')-Ib_2,resfinder,Streptomycin,Escherichia coli,2024-04-08T11:27:00Z,Switzerland,Europe,2020,missing,Homo sapiens
SRR23384658,-,qnrB1_1,resfinder,Ciprofloxacin,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,-,tet(A)_6,resfinder,Doxycycline;Tetracycline,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,+,sul2_2,resfinder,Sulfamethoxazole,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,+,aph(3'')-Ib_5,resfinder,Streptomycin,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,+,aph(6)-Id_1,resfinder,Streptomycin,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,-,blaTEM-1B_1,resfinder,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,+,blaCTX-M-15_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,+,aac(6')-Ib-cr_1,resfinder,Ciprofloxacin,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,+,blaOXA-1_1,resfinder,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR23384658,-,dfrA14_5,resfinder,Trimethoprim,Klebsiella variicola,2023-02-09T14:23:00Z,Australia,Oceania,14/06/2018,Skin and soft tissue,Homo sapiens
SRR27187026,+,dfrA17_1,resfinder,Trimethoprim,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
SRR27187026,+,aadA5_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
SRR27187026,+,sul1_5,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
SRR27187026,-,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
SRR27187026,+,blaCTX-M-27_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
SRR27187026,-,tet(A)_6,resfinder,Doxycycline;Tetracycline,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
SRR27187026,-,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
SRR27187026,-,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
SRR27187026,-,sul2_11,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:48:00Z,Hungary,Europe,2015,blood culture,Homo sapiens
ERR11861384,-,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Escherichia coli,2023-12-02T12:47:00Z,Netherlands,Europe,2021,feces,
ERR11861384,-,aac(3)-IId_1,resfinder,Gentamicin;Tobramycin,Escherichia coli,2023-12-02T12:47:00Z,Netherlands,Europe,2021,feces,
ERR11861384,-,blaCTX-M-27_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Escherichia coli,2023-12-02T12:47:00Z,Netherlands,Europe,2021,feces,
ERR11861384,-,blaCTX-M-27_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Escherichia coli,2023-12-02T12:47:00Z,Netherlands,Europe,2021,feces,
ERR11861384,-,aac(3)-IId_1,resfinder,Gentamicin;Tobramycin,Escherichia coli,2023-12-02T12:47:00Z,Netherlands,Europe,2021,feces,
ERR11861384,-,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Escherichia coli,2023-12-02T12:47:00Z,Netherlands,Europe,2021,feces,
SRR23387318,+,aph(3')-Ia_10,resfinder,,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,sul2_2,resfinder,Sulfamethoxazole,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,catA2_1,resfinder,Chloramphenicol,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,catA2_1,resfinder,Chloramphenicol,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,blaSHV-12_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,sul2_2,resfinder,Sulfamethoxazole,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,catA2_1,resfinder,Chloramphenicol,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,blaSHV-12_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,sul2_2,resfinder,Sulfamethoxazole,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,+,aph(3')-Ia_10,resfinder,,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,blaSHV-12_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR23387318,-,blaSHV-12_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Enterobacter hormaechei,2023-02-09T18:55:00Z,USA,North America,04/11/2022,blood,Homo sapiens
SRR27187041,+,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,-,sul1_5,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,-,aadA5_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,-,dfrA17_1,resfinder,Trimethoprim,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,-,blaCTX-M-27_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,-,sul1_5,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,-,aadA5_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,-,dfrA17_1,resfinder,Trimethoprim,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,sul2_2,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,tet(A)_6,resfinder,Doxycycline;Tetracycline,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,-,blaCTX-M-27_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,sul2_2,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187041,+,tet(A)_6,resfinder,Doxycycline;Tetracycline,Escherichia coli,2023-12-12T14:50:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27033046,-,mdf(A)_1,resfinder,,Escherichia coli,2023-12-04T06:10:00Z,Tunisia,Africa,2021,,
SRR27033046,-,aadA5_1,resfinder,Streptomycin,Escherichia coli,2023-12-04T06:10:00Z,Tunisia,Africa,2021,,
SRR27033046,-,dfrA17_1,resfinder,Trimethoprim,Escherichia coli,2023-12-04T06:10:00Z,Tunisia,Africa,2021,,
SRR27033046,-,sul2_2,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-04T06:10:00Z,Tunisia,Africa,2021,,
SRR27033046,-,sul2_2,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-04T06:10:00Z,Tunisia,Africa,2021,,
SRR27033046,-,sul2_2,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-04T06:10:00Z,Tunisia,Africa,2021,,
ERR13600402,+,tet(A)_6,resfinder,Doxycycline;Tetracycline,Klebsiella pneumoniae,2024-08-31T01:37:00Z,Norway,Europe,2015,blood,
SRR27186992,+,blaTEM-1B_1,resfinder,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,Escherichia coli,2023-12-12T14:47:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186992,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:47:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186992,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:47:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186992,+,aph(3')-Ia_1,resfinder,,Escherichia coli,2023-12-12T14:47:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186992,+,tet(B)_2,resfinder,Doxycycline;Tetracycline;Minocycline,Escherichia coli,2023-12-12T14:47:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186992,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:47:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186992,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:47:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186992,+,aph(3')-Ia_1,resfinder,,Escherichia coli,2023-12-12T14:47:00Z,USA,North America,2021-11,,Gallus gallus
SRR27187039,+,dfrA17_1,resfinder,Trimethoprim,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,aadA5_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,sul1_5,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,-,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,-,blaCTX-M-27_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,dfrA17_1,resfinder,Trimethoprim,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,aadA5_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,sul1_5,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,-,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,sul2_2,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,tet(A)_6,resfinder,Doxycycline;Tetracycline,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,-,blaCTX-M-27_1,resfinder,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,sul2_2,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
SRR27187039,+,tet(A)_6,resfinder,Doxycycline;Tetracycline,Escherichia coli,2023-12-12T14:49:00Z,Hungary,Europe,2021,blood culture,Homo sapiens
ERR12342461,-,blaTEM-1B_1,resfinder,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,+,mdf(A)_1,resfinder,,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,+,dfrA17_1,resfinder,Trimethoprim,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,+,aadA5_1,resfinder,Streptomycin,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,+,sul1_5,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,+,sul2_2,resfinder,Sulfamethoxazole,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,+,tet(A)_6,resfinder,Doxycycline;Tetracycline,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR12342461,-,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Escherichia coli,2023-12-14T13:37:00Z,uncalculated,uncalculated,not collected,,
ERR13600452,-,blaKPC-2_1,resfinder,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Aztreonam;Cefepime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,aph(3')-Ia_1,resfinder,,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,aph(3')-Ia_1,resfinder,,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,+,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,sul1_5,resfinder,Sulfamethoxazole,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,aadA2_1,resfinder,Streptomycin,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,dfrA12_8,resfinder,Trimethoprim,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,catA1_1,resfinder,Chloramphenicol,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,aph(3')-Ia_1,resfinder,,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,+,mph(A)_2,resfinder,Erythromycin;Azithromycin;Spiramycin;Telithromycin,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,sul1_5,resfinder,Sulfamethoxazole,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,aadA2_1,resfinder,Streptomycin,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,dfrA12_8,resfinder,Trimethoprim,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,catA1_1,resfinder,Chloramphenicol,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,blaTEM-1A_1,resfinder,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600452,-,blaOXA-9_1,resfinder,Amoxicillin;Ampicillin,Klebsiella pneumoniae,2024-09-01T01:17:00Z,Norway,Europe,2008,blood,
ERR13600430,-,tet(D)_1,resfinder,Doxycycline;Tetracycline,Klebsiella pneumoniae,2024-09-01T01:16:00Z,Norway,Europe,2005,blood,
ERR13600430,-,sul2_2,resfinder,Sulfamethoxazole,Klebsiella pneumoniae,2024-09-01T01:16:00Z,Norway,Europe,2005,blood,
ERR13600430,-,tet(D)_1,resfinder,Doxycycline;Tetracycline,Klebsiella pneumoniae,2024-09-01T01:16:00Z,Norway,Europe,2005,blood,
SRR27186975,-,blaTEM-1B_1,resfinder,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,Escherichia coli,2023-12-12T14:39:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186975,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:39:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186975,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:39:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186975,+,aph(3')-Ia_1,resfinder,,Escherichia coli,2023-12-12T14:39:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186975,+,tet(B)_2,resfinder,Doxycycline;Tetracycline;Minocycline,Escherichia coli,2023-12-12T14:39:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186975,+,aph(3'')-Ib_5,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:39:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186975,+,aph(6)-Id_1,resfinder,Streptomycin,Escherichia coli,2023-12-12T14:39:00Z,USA,North America,2021-11,,Gallus gallus
SRR27186975,+,aph(3')-Ia_1,resfinder,,Escherichia coli,2023-12-12T14:39:00Z,USA,North America,2021-11,,Gallus gallus
ERR13600302,+,sul1_9,resfinder,Sulfamethoxazole,Klebsiella pneumoniae,2024-08-31T01:34:00Z,Norway,Europe,2016,marine environment,
ERR13600302,+,aph(3')-Ia_9,resfinder,,Klebsiella pneumoniae,2024-08-31T01:34:00Z,Norway,Europe,2016,marine environment,
